Location,Cal Date,Temp,Day of Week,Sequence,Power Demand
1815,5/16/1998,57.2,7,1232,4922.067137
1815,5/17/1998,67.9,1,1233,5156.414023
1815,5/18/1998,68.8,2,1234,5305.576925
1815,5/19/1998,64.6,3,1235,5209.118042
1815,5/20/1998,65.1,4,1236,5142.809758
1815,5/21/1998,69.5,5,1237,5241.255723
1815,5/22/1998,61,6,1238,5237.488616
1815,5/23/1998,54.3,7,1239,4902.254587
1815,5/24/1998,55.8,1,1240,5102.0251
1815,5/25/1998,51.5,2,1241,5207.788064
1815,5/26/1998,58.3,3,1242,5177.522093
1815,5/27/1998,66.1,4,1243,5154.293188
1815,5/28/1998,70.4,5,1244,5238.572599
1815,5/29/1998,67.3,6,1245,5282.617674
1815,5/30/1998,70.8,7,1246,5004.142129
1815,5/31/1998,64.6,1,1247,5136.764069
1815,6/1/1998,67.8,2,1248,5302.847469
1815,6/2/1998,71.4,3,1249,5259.357686
1815,6/3/1998,59.9,4,1250,5118.605186
1815,6/4/1998,47.2,5,1251,5114.83679
1815,6/5/1998,41.6,6,1252,5134.897453
1815,6/6/1998,48.3,7,1253,4864.074195
1815,6/7/1998,59.9,1,1254,5107.551212
1815,6/8/1998,59,2,1255,5257.972415
1815,6/9/1998,57.1,3,1256,5182.960847
1815,6/10/1998,61.2,4,1257,5120.779012
1815,6/11/1998,61.2,5,1258,5194.225038
1815,6/12/1998,64.7,6,1259,5263.946517
1815,6/13/1998,66.2,7,1260,4968.761399
1815,6/14/1998,62.4,1,1261,5115.222706
1815,6/15/1998,52.8,2,1262,5226.363547
1815,6/16/1998,60.6,3,1263,5191.895244
1815,6/17/1998,61.7,4,1264,5126.05649
1815,6/18/1998,61.7,5,1265,5192.602516
1815,6/19/1998,65.1,6,1266,5261.055784
1815,6/20/1998,70.8,7,1267,4999.188156
1815,6/21/1998,63.5,1,1268,5112.976005
1815,6/22/1998,63.1,2,1269,5277.79687
1815,6/23/1998,71.7,3,1270,5258.798742
1815,6/24/1998,74.4,4,1271,5207.568579
1815,6/25/1998,71.6,5,1272,5251.946425
1815,6/26/1998,81.9,6,1273,5337.355631
1815,6/27/1998,77.5,7,1274,5022.062596
1815,6/28/1998,73.7,1,1275,5169.599049
1815,6/29/1998,78.3,2,1276,5355.619546
1815,6/30/1998,71.8,3,1277,5260.043111
1815,7/1/1998,70.2,4,1278,5188.891807
1815,7/2/1998,69.8,5,1279,5239.604725
1815,7/3/1998,70.4,6,1280,5304.218625
1815,7/4/1998,67,7,1281,4975.00046
1815,7/5/1998,73.8,1,1282,5171.075207
1815,7/6/1998,73.5,2,1283,5340.032495
1815,7/7/1998,68.5,3,1284,5251.221632
1815,7/8/1998,66.4,4,1285,5147.412059
1815,7/9/1998,65.9,5,1286,5203.720344
1815,7/10/1998,64.7,6,1287,5267.792544
1815,7/11/1998,68.8,7,1288,4996.622952
1815,7/12/1998,76.7,1,1289,5184.929488
1815,7/13/1998,76.9,2,1290,5357.789751
1815,7/14/1998,77.2,3,1291,5297.8722
1815,7/15/1998,70.9,4,1292,5185.956367
1815,7/16/1998,60.8,5,1293,5173.537956
1815,7/17/1998,71.5,6,1294,5308.294109
1815,7/18/1998,76.9,7,1295,5038.835778
1815,7/19/1998,78.9,1,1296,5201.716232
1815,7/20/1998,81.3,2,1297,5359.679472
1815,7/21/1998,79.3,3,1298,5293.976496
1815,7/22/1998,68.7,4,1299,5171.48653
1815,7/23/1998,62.4,5,1300,5179.968733
1815,7/24/1998,65,6,1301,5264.541546
1815,7/25/1998,65.6,7,1302,4982.50942
1815,7/26/1998,67.2,1,1303,5147.95741
1815,7/27/1998,67.9,2,1304,5318.960049
1815,7/28/1998,68.5,3,1305,5248.767659
1815,7/29/1998,66,4,1306,5149.410739
1815,7/30/1998,66,5,1307,5204.356766
1815,7/31/1998,60.3,6,1308,5246.630347
1815,8/1/1998,64.7,7,1309,4989.73857
1815,8/2/1998,66.6,1,1310,5152.216692
1815,8/3/1998,64,2,1311,5288.529641
1815,8/4/1998,60.1,3,1312,5203.225713
1815,8/5/1998,60.7,4,1313,5129.239613
1815,8/6/1998,64.5,5,1314,5198.719699
1815,8/7/1998,67.5,6,1315,5279.430255
1815,8/8/1998,70.6,7,1316,5012.875575
1815,8/9/1998,70.2,1,1317,5178.637834
1815,8/10/1998,64.6,2,1318,5292.110095
1815,8/11/1998,63.6,3,1319,5222.690242
1815,8/12/1998,64.7,4,1320,5159.084597
1815,8/13/1998,67.5,5,1321,5208.176281
1815,8/14/1998,64.8,6,1322,5255.867045
1815,8/15/1998,64.3,7,1323,4978.507119
1815,8/16/1998,74.2,1,1324,5182.655999
1815,8/17/1998,69,2,1325,5318.957717
1815,8/18/1998,71.8,3,1326,5272.589138
1815,8/19/1998,69.7,4,1327,5202.960356
1815,8/20/1998,65.6,5,1328,5194.555446
1815,8/21/1998,67.5,6,1329,5285.122307
1815,8/22/1998,71.2,7,1330,5015.337159
1815,8/23/1998,74.1,1,1331,5191.895735
1815,8/24/1998,72.1,2,1332,5340.798404
1815,8/25/1998,64.3,3,1333,5223.753145
1815,8/26/1998,65.5,4,1334,5174.395183
1815,8/27/1998,69.7,5,1335,5223.606382
1815,8/28/1998,66.1,6,1336,5280.439214
1815,8/29/1998,67.6,7,1337,5013.788862
1815,8/30/1998,70.5,1,1338,5163.755048
1815,8/31/1998,70.8,2,1339,5329.634182
1815,9/1/1998,62.4,3,1340,5224.114759
1815,9/2/1998,62.5,4,1341,5161.667076
1815,9/3/1998,71.5,5,1342,5233.340135
1815,9/4/1998,71.1,6,1343,5300.376895
1815,9/5/1998,70,7,1344,5019.839491
1815,9/6/1998,72.1,1,1345,5164.744431
1815,9/7/1998,71.3,2,1346,5319.089475
1815,9/8/1998,68.8,3,1347,5267.668978
1815,9/9/1998,68.4,4,1348,5206.777263
1815,9/10/1998,69.6,5,1349,5221.523934
1815,9/11/1998,70.8,6,1350,5301.380209
1815,9/12/1998,67,7,1351,5009.446487
1815,9/13/1998,64.2,1,1352,5123.940565
1815,9/14/1998,61.8,2,1353,5273.808806
1815,9/15/1998,61.3,3,1354,5211.207487
1815,9/16/1998,60.3,4,1355,5150.276373
1815,9/17/1998,64.7,5,1356,5198.530623
1815,9/18/1998,67.1,6,1357,5266.167014
1815,9/19/1998,69.3,7,1358,5018.528905
1815,9/20/1998,63.5,1,1359,5130.722031
1815,9/21/1998,59,2,1360,5252.318441
1815,9/22/1998,52.3,3,1361,5164.124149
1815,9/23/1998,56.3,4,1362,5140.680393
1815,9/24/1998,62.4,5,1363,5177.160786
1815,9/25/1998,66.7,6,1364,5273.207088
1815,9/26/1998,67.3,7,1365,5011.963701
1815,9/27/1998,61.2,1,1366,5108.771065
1815,9/28/1998,64.9,2,1367,5281.973335
1815,9/29/1998,68.5,3,1368,5248.613685
1815,9/30/1998,62.2,4,1369,5185.794231
1815,10/1/1998,47.6,5,1370,5091.707978
1815,10/2/1998,47.1,6,1371,5180.254342
1815,10/3/1998,51.4,7,1372,4932.297668
1815,10/4/1998,51.7,1,1373,5072.446671
1815,10/5/1998,42.6,2,1374,5162.208039
1815,10/6/1998,44.1,3,1375,5113.299079
1815,10/7/1998,46.3,4,1376,5096.273888
1815,10/8/1998,55.7,5,1377,5153.156889
1815,10/9/1998,61.5,6,1378,5250.489936
1815,10/10/1998,59.2,7,1379,4976.984995
1815,10/11/1998,58.4,1,1380,5112.866462
1815,10/12/1998,49.1,2,1381,5197.254649
1815,10/13/1998,54.3,3,1382,5167.400614
1815,10/14/1998,59.9,4,1383,5176.497238
1815,10/15/1998,58.9,5,1384,5174.389966
1815,10/16/1998,51.2,6,1385,5192.885087
1815,10/17/1998,42.8,7,1386,4894.988831
1815,10/18/1998,40,1,1387,5009.430255
1815,10/19/1998,45.1,2,1388,5175.908009
1815,10/20/1998,45.4,3,1389,5131.003038
1815,10/21/1998,45,4,1390,5092.833507
1815,10/22/1998,46.5,5,1391,5104.51031
1815,10/23/1998,54.8,6,1392,5216.716171
1815,10/24/1998,51.2,7,1393,4930.131114
1815,10/25/1998,49.2,1,1394,5074.706965
1815,10/26/1998,53.2,2,1395,5213.894998
1815,10/27/1998,50.5,3,1396,5163.602976
1815,10/28/1998,50.6,4,1397,5126.077478
1815,10/29/1998,50.7,5,1398,5120.675821
1815,10/30/1998,42.5,6,1399,5146.439828
1815,10/31/1998,38.9,7,1400,4862.738877
1815,11/1/1998,35,1,1401,4993.762105
1815,11/2/1998,38.2,2,1402,5128.178951
1815,11/3/1998,35.4,3,1403,5066.925345
1815,11/4/1998,35.8,4,1404,5041.71706
1815,11/5/1998,34.5,5,1405,5028.330654
1815,11/6/1998,37.6,6,1406,5131.19684
1815,11/7/1998,37.5,7,1407,4861.636576
1815,11/8/1998,33,1,1408,4991.153851
1815,11/9/1998,32.7,2,1409,5093.550875
1815,11/10/1998,29.9,3,1410,5056.795275
1815,11/11/1998,30.3,4,1411,5008.328383
1815,11/12/1998,36.1,5,1412,5052.126327
1815,11/13/1998,41.2,6,1413,5151.604081
1815,11/14/1998,48.3,7,1414,4925.320221
1815,11/15/1998,44.9,1,1415,5052.11927
1815,11/16/1998,47.5,2,1416,5162.563608
1815,11/17/1998,43,3,1417,5125.431543
1815,11/18/1998,49,4,1418,5103.886438
1815,11/19/1998,37.6,5,1419,5045.642866
1815,11/20/1998,33.4,6,1420,5112.117091
1815,11/21/1998,40.6,7,1421,4890.004419
1815,11/22/1998,53.9,1,1422,5113.515189
1815,11/23/1998,46.5,2,1423,5159.456336
1815,11/24/1998,46.2,3,1424,5140.191439
1815,11/25/1998,44,4,1425,5085.838816
1815,11/26/1998,46.8,5,1426,5108.435471
1815,11/27/1998,51.3,6,1427,5225.591378
1815,11/28/1998,53.4,7,1428,4946.723473
1815,11/29/1998,51.3,1,1429,5095.837404
1815,11/30/1998,44.4,2,1430,5155.733845
1815,12/1/1998,48.4,3,1431,5140.234458
1815,12/2/1998,49.2,4,1432,5104.552992
1815,12/3/1998,45.7,5,1433,5104.036146
1815,12/4/1998,43.9,6,1434,5184.456367
1815,12/5/1998,45.6,7,1435,4917.54575
1815,12/6/1998,24.6,1,1436,4968.010218
1815,12/7/1998,20.2,2,1437,5048.708254
1815,12/8/1998,20.5,3,1438,5024.914544
1815,12/9/1998,25,4,1439,4975.15293
1815,12/10/1998,20.8,5,1440,4998.020835
1815,12/11/1998,24.6,6,1441,5080.156244
1815,12/12/1998,35,7,1442,4863.308131
1815,12/13/1998,36,1,1443,5023.643878
1815,12/14/1998,37.9,2,1444,5131.599816
1815,12/15/1998,40,3,1445,5113.576281
1815,12/16/1998,34.5,4,1446,5023.67668
1815,12/17/1998,39,5,1447,5071.891194
1815,12/18/1998,42.1,6,1448,5155.344799
1815,12/19/1998,13.2,7,1449,4801.242375
1815,12/20/1998,4.1,1,1450,4955.074501
1815,12/21/1998,-2.3,2,1451,5043.676158
1815,12/22/1998,1,3,1452,5021.544369
1815,12/23/1998,0.7,4,1453,4952.298343
1815,12/24/1998,17.7,5,1454,5004.364222
1815,12/25/1998,34.7,6,1455,5118.513102
1815,12/26/1998,32.6,7,1456,4858.552531
1815,12/27/1998,37.6,1,1457,5032.688892
1815,12/28/1998,36.1,2,1458,5119.272353
1815,12/29/1998,38.4,3,1459,5117.961399
1815,12/30/1998,18.5,4,1460,4963.046671
1815,12/31/1998,19,5,1461,5008.321172
1815,1/1/1999,34.7,6,1462,5109.159129
1815,1/2/1999,21.7,7,1463,4827.093679
1815,1/3/1999,13.3,1,1464,4968.972507
1815,1/4/1999,17.7,2,1465,5044.918196
1815,1/5/1999,37,3,1466,5109.605124
1815,1/6/1999,37.1,4,1467,5035.003467
1815,1/7/1999,35.8,5,1468,5060.363087
1815,1/8/1999,31.1,6,1469,5088.278705
1815,1/9/1999,27.7,7,1470,4843.728076
1815,1/10/1999,21.9,1,1471,4966.507917
1815,1/11/1999,46.7,2,1472,5168.529181
1815,1/12/1999,45,3,1473,5145.779534
1815,1/13/1999,30.1,4,1474,4997.553882
1815,1/14/1999,32.1,5,1475,5040.936975
1815,1/15/1999,49.1,6,1476,5198.200675
1815,1/16/1999,37.4,7,1477,4903.068365
1815,1/17/1999,37.9,1,1478,5039.445842
1815,1/18/1999,35.6,2,1479,5108.428322
1815,1/19/1999,46.2,3,1480,5145.637465
1815,1/20/1999,40.8,4,1481,5070.239184
1815,1/21/1999,36.3,5,1482,5072.73096
1815,1/22/1999,31.2,6,1483,5098.054863
1815,1/23/1999,32.2,7,1484,4878.797238
1815,1/24/1999,48.7,1,1485,5110.667567
1815,1/25/1999,26.8,2,1486,5048.86815
1815,1/26/1999,32.6,3,1487,5066.298558
1815,1/27/1999,34.3,4,1488,5022.779994
1815,1/28/1999,30.4,5,1489,5042.14262
1815,1/29/1999,26.8,6,1490,5078.614176
1815,1/30/1999,35.3,7,1491,4897.111108
1815,1/31/1999,37.5,1,1492,5044.482602
1815,2/1/1999,35.8,2,1493,5103.409113
1815,2/2/1999,31.5,3,1494,5058.343602
1815,2/3/1999,49,4,1495,5108.632464
1815,2/4/1999,36.3,5,1496,5072.076987
1815,2/5/1999,49.4,6,1497,5199.671863
1815,2/6/1999,36,7,1498,4902.189905
1815,2/7/1999,42.6,1,1499,5064.254066
1815,2/8/1999,50,2,1500,5187.209604
1815,2/9/1999,41,3,1501,5106.167659
1815,2/10/1999,53.1,4,1502,5112.858576
1815,2/11/1999,23.4,5,1503,5020.78208
1815,2/12/1999,27.7,6,1504,5074.674102
1815,2/13/1999,38.4,7,1505,4916.107426
1815,2/14/1999,43.7,1,1506,5069.435839
1815,2/15/1999,38.3,2,1507,5115.493188
1815,2/16/1999,29,3,1508,5052.667137
1815,2/17/1999,37.1,4,1509,5039.049494
1815,2/18/1999,33.4,5,1510,5059.963118
1815,2/19/1999,35.2,6,1511,5104.504817
1815,2/20/1999,34.3,7,1512,4894.02602
1815,2/21/1999,27.5,1,1513,4983.161522
1815,2/22/1999,33.9,2,1514,5082.794569
1815,2/23/1999,35.8,3,1515,5084.65514
1815,2/24/1999,44.6,4,1516,5086.784504
1815,2/25/1999,47.4,5,1517,5138.749371
1815,2/26/1999,47.8,6,1518,5177.75069
1815,2/27/1999,35.2,7,1519,4903.750844
1815,2/28/1999,42.9,1,1520,5060.949095
1815,3/1/1999,50.1,2,1521,5183.723842
1815,3/2/1999,37.8,3,1522,5105.585578
1815,3/3/1999,35.5,4,1523,5030.869715
1815,3/4/1999,46.6,5,1524,5134.608653
1815,3/5/1999,35.7,6,1525,5099.380638
1815,3/6/1999,28.6,7,1526,4880.018134
1815,3/7/1999,27.2,1,1527,4983.434704
1815,3/8/1999,40.4,2,1528,5117.693495
1815,3/9/1999,35.9,3,1529,5096.499509
1815,3/10/1999,46,4,1530,5087.60899
1815,3/11/1999,34.2,5,1531,5066.959466
1815,3/12/1999,25.7,6,1532,5066.608223
1815,3/13/1999,34.4,7,1533,4904.562442
1815,3/14/1999,40.6,1,1534,5060.250445
1815,3/15/1999,48.1,2,1535,5162.837772
1815,3/16/1999,54.2,3,1536,5192.472139
1815,3/17/1999,43.7,4,1537,5064.581866
1815,3/18/1999,32.2,5,1538,5059.343265
1815,3/19/1999,30,6,1539,5088.239644
1815,3/20/1999,45.3,7,1540,4968.612642
1815,3/21/1999,47.8,1,1541,5087.496717
1815,3/22/1999,48.1,2,1542,5165.883799
1815,3/23/1999,41.3,3,1543,5113.940503
1815,3/24/1999,45,4,1544,5060.12556
1815,3/25/1999,40.5,5,1545,5094.007732
1815,3/26/1999,45.7,6,1546,5164.682172
1815,3/27/1999,54.6,7,1547,5015.119485
1815,3/28/1999,43.2,1,1548,5072.660018
1815,3/29/1999,43.5,2,1549,5149.662995
1815,3/30/1999,50.4,3,1550,5176.788739
1815,3/31/1999,57.8,4,1551,5130.820773
1815,4/1/1999,51.2,5,1552,5157.67714
1815,4/2/1999,28.2,6,1553,5066.861184
1815,4/3/1999,23.8,7,1554,4854.324793
1815,4/4/1999,29.8,1,1555,5007.404879
1815,4/5/1999,37,2,1556,5106.951151
1815,4/6/1999,44.1,3,1557,5131.945106
1815,4/7/1999,54.2,4,1558,5122.818165
1815,4/8/1999,52.1,5,1559,5165.249647
1815,4/9/1999,46.1,6,1560,5152.885149
1815,4/10/1999,41.9,7,1561,4936.986192
1815,4/11/1999,40.1,1,1562,5064.528598
1815,4/12/1999,47.3,2,1563,5163.397054
1815,4/13/1999,53.4,3,1564,5184.1695
1815,4/14/1999,40.6,4,1565,5036.596471
1815,4/15/1999,29.2,5,1566,5052.419454
1815,4/16/1999,27.9,6,1567,5052.480393
1815,4/17/1999,30.1,7,1568,4883.299908
1815,4/18/1999,47,1,1569,5103.655999
1815,4/19/1999,56.2,2,1570,5197.828076
1815,4/20/1999,58.9,3,1571,5226.235993
1815,4/21/1999,51.6,4,1572,5110.194354
1815,4/22/1999,37,5,1573,5096.197177
1815,4/23/1999,33,6,1574,5062.699877
1815,4/24/1999,33.6,7,1575,4898.975698
1815,4/25/1999,37.3,1,1576,5049.900153
1815,4/26/1999,43.1,2,1577,5137.791807
1815,4/27/1999,52,3,1578,5193.73541
1815,4/28/1999,50.1,4,1579,5086.069868
1815,4/29/1999,42.8,5,1580,5121.634857
1815,4/30/1999,42.3,6,1581,5123.811353
1815,5/1/1999,41.5,7,1582,4948.79911
1815,5/2/1999,42,1,1583,5069.946456
1815,5/3/1999,52.4,2,1584,5200.576465
1815,5/4/1999,47.2,3,1585,5165.282817
1815,5/5/1999,40.7,4,1586,5045.37892
1815,5/6/1999,38.2,5,1587,5091.924977
1815,5/7/1999,49.1,6,1588,5168.346701
1815,5/8/1999,58.6,7,1589,5043.333016
1815,5/9/1999,60.7,1,1590,5153.38564
1815,5/10/1999,50.5,2,1591,5196.649003
1815,5/11/1999,39.5,3,1592,5134.614698
1815,5/12/1999,42.9,4,1593,5061.395121
1815,5/13/1999,56.2,5,1594,5203.474102
1815,5/14/1999,57.7,6,1595,5208.760509
1815,5/15/1999,55.2,7,1596,5016.487358
1815,5/16/1999,55.6,1,1597,5123.320466
1815,5/17/1999,46.5,2,1598,5166.402363
1815,5/18/1999,54.2,3,1599,5223.064191
1815,5/19/1999,63,4,1600,5160.822369
1815,5/20/1999,57.9,5,1601,5213.788984
1815,5/21/1999,58.4,6,1602,5207.212488
1815,5/22/1999,63,7,1603,5059.268395
1815,5/23/1999,58.3,1,1604,5140.168119
1815,5/24/1999,58.6,2,1605,5230.279043
1815,5/25/1999,50.2,3,1606,5188.230132
1815,5/26/1999,52.3,4,1607,5103.670175
1815,5/27/1999,55.1,5,1608,5194.873121
1815,5/28/1999,55.6,6,1609,5198.266493
1815,5/29/1999,58.5,7,1610,5049.972752
1815,5/30/1999,60.2,1,1611,5148.708162
1815,5/31/1999,58.5,2,1612,5235.118779
1815,6/1/1999,57.4,3,1613,5240.187665
1815,6/2/1999,61.2,4,1614,5145.317091
1815,6/3/1999,65.6,5,1615,5259.301473
1815,6/4/1999,66.2,6,1616,5246.807426
1815,6/5/1999,62.5,7,1617,5064.713102
1815,6/6/1999,57.3,1,1618,5124.719454
1815,6/7/1999,64.2,2,1619,5261.786591
1815,6/8/1999,62,3,1620,5270.089598
1815,6/9/1999,63.7,4,1621,5149.764744
1815,6/10/1999,59.4,5,1622,5214.375391
1815,6/11/1999,60.2,6,1623,5227.554188
1815,6/12/1999,55.9,7,1624,5033.877416
1815,6/13/1999,54.9,1,1625,5115.192329
1815,6/14/1999,57.3,2,1626,5225.66548
1815,6/15/1999,56.2,3,1627,5225.020129
1815,6/16/1999,51,4,1628,5089.36456
1815,6/17/1999,51.5,5,1629,5170.63409
1815,6/18/1999,63.3,6,1630,5239.971372
1815,6/19/1999,66.7,7,1631,5104.753114
1815,6/20/1999,69,1,1632,5183.303743
1815,6/21/1999,64.6,2,1633,5251.456122
1815,6/22/1999,68.5,3,1634,5290.359712
1815,6/23/1999,70.5,4,1635,5205.301074
1815,6/24/1999,69.6,5,1636,5267.86996
1815,6/25/1999,64.5,6,1637,5251.965726
1815,6/26/1999,71.4,7,1638,5146.703713
1815,6/27/1999,70.4,1,1639,5202.364652
1815,6/28/1999,66,2,1640,5268.502792
1815,6/29/1999,66.6,3,1641,5280.262719
1815,6/30/1999,70.1,4,1642,5196.761675
1815,7/1/1999,67.6,5,1643,5265.534888
1815,7/2/1999,74.5,6,1644,5298.63679
1815,7/3/1999,77.9,7,1645,5170.637097
1815,7/4/1999,76.5,1,1646,5230.423197
1815,7/5/1999,78,2,1647,5329.175176
1815,7/6/1999,68.2,3,1648,5285.264682
1815,7/7/1999,72,4,1649,5222.900061
1815,7/8/1999,73.1,5,1650,5292.561307
1815,7/9/1999,66.1,6,1651,5261.185241
1815,7/10/1999,64.3,7,1652,5093.199172
1815,7/11/1999,65.4,1,1653,5162.404787
1815,7/12/1999,66.5,2,1654,5252.410402
1815,7/13/1999,73.6,3,1655,5316.346732
1815,7/14/1999,75.4,4,1656,5225.664928
1815,7/15/1999,73.5,5,1657,5293.478521
1815,7/16/1999,67.6,6,1658,5265.680914
1815,7/17/1999,63.9,7,1659,5093.06143
1815,7/18/1999,67.9,1,1660,5185.906075
1815,7/19/1999,67.2,2,1661,5251.203437
1815,7/20/1999,68.7,3,1662,5294.132556
1815,7/21/1999,69.8,4,1663,5202.450752
1815,7/22/1999,69.3,5,1664,5277.374931
1815,7/23/1999,72.2,6,1665,5288.496747
1815,7/24/1999,73.3,7,1666,5154.443756
1815,7/25/1999,71.7,1,1667,5221.244768
1815,7/26/1999,72.3,2,1668,5276.403038
1815,7/27/1999,71.7,3,1669,5312.690795
1815,7/28/1999,74.5,4,1670,5235.782817
1815,7/29/1999,70.4,5,1671,5285.610678
1815,7/30/1999,73,6,1672,5287.439122
1815,7/31/1999,64.4,7,1673,5109.167383
1815,8/1/1999,61.2,1,1674,5154.763118
1815,8/2/1999,61.2,2,1675,5217.009144
1815,8/3/1999,62.8,3,1676,5250.23992
1815,8/4/1999,62.1,4,1677,5166.195888
1815,8/5/1999,62.7,5,1678,5229.671709
1815,8/6/1999,63.5,6,1679,5225.668058
1815,8/7/1999,67.5,7,1680,5120.368334
1815,8/8/1999,66.7,1,1681,5196.499141
1815,8/9/1999,67.4,2,1682,5243.30807
1815,8/10/1999,67.5,3,1683,5273.31436
1815,8/11/1999,69.2,4,1684,5202.922614
1815,8/12/1999,69.8,5,1685,5277.896778
1815,8/13/1999,65.8,6,1686,5235.122001
1815,8/14/1999,66.9,7,1687,5117.295827
1815,8/15/1999,69.6,1,1688,5210.715986
1815,8/16/1999,69.6,2,1689,5251.462013
1815,8/17/1999,71.5,3,1690,5293.786161
1815,8/18/1999,69.3,4,1691,5206.720957
1815,8/19/1999,66.3,5,1692,5254.521663
1815,8/20/1999,69.3,6,1693,5248.966984
1815,8/21/1999,68.8,7,1694,5135.515005
1815,8/22/1999,69,1,1695,5200.64977
1815,8/23/1999,68.5,2,1696,5240.705738
1815,8/24/1999,70.6,3,1697,5279.921602
1815,8/25/1999,71.8,4,1698,5223.235164
1815,8/26/1999,69.7,5,1699,5278.352409
1815,8/27/1999,72.8,6,1700,5273.088463
1815,8/28/1999,72,7,1701,5160.946088
1815,8/29/1999,66.5,1,1702,5193.856428
1815,8/30/1999,67.8,2,1703,5232.593495
1815,8/31/1999,73.5,3,1704,5296.224547
1815,9/1/1999,69.8,4,1705,5196.542805
1815,9/2/1999,70.3,5,1706,5285.72823
1815,9/3/1999,66.6,6,1707,5225.608745
1815,9/4/1999,62.4,7,1708,5108.206812
1815,9/5/1999,60.9,1,1709,5158.490273
1815,9/6/1999,65.4,2,1710,5223.550813
1815,9/7/1999,72.4,3,1711,5284.317275
1815,9/8/1999,61.6,4,1712,5152.004173
1815,9/9/1999,60.1,5,1713,5219.17174
1815,9/10/1999,66.9,6,1714,5248.341853
1815,9/11/1999,63.4,7,1715,5123.423688
1815,9/12/1999,48.4,1,1716,5091.480485
1815,9/13/1999,50.4,2,1717,5141.734765
1815,9/14/1999,54.6,3,1718,5183.865511
1815,9/15/1999,51.6,4,1719,5087.84038
1815,9/16/1999,54.9,5,1720,5191.738355
1815,9/17/1999,58.3,6,1721,5186.714145
1815,9/18/1999,60,7,1722,5103.273397
1815,9/19/1999,53.2,1,1723,5127.041025
1815,9/20/1999,44.1,2,1724,5096.291132
1815,9/21/1999,49.7,3,1725,5147.83676
1815,9/22/1999,55.5,4,1726,5115.122123
1815,9/23/1999,63.6,5,1727,5242.036269
1815,9/24/1999,62.1,6,1728,5203.641915
1815,9/25/1999,65.2,7,1729,5129.03989
1815,9/26/1999,60.1,1,1730,5177.017766
1815,9/27/1999,44.4,2,1731,5088.479871
1815,9/28/1999,39.1,3,1732,5086.151458
1815,9/29/1999,39.5,4,1733,5024.160724
1815,9/30/1999,52.9,5,1734,5180.399969
1815,10/1/1999,54.9,6,1735,5173.684382
1815,10/2/1999,41.9,7,1736,5000.532218
1815,10/3/1999,41.3,1,1737,5085.18653
1815,10/4/1999,46.6,2,1738,5098.654679
1815,10/5/1999,54,3,1739,5181.075453
1815,10/6/1999,60.6,4,1740,5126.04127
1815,10/7/1999,56.4,5,1741,5200.524762
1815,10/8/1999,51.2,6,1742,5156.323167
1815,10/9/1999,55.5,7,1743,5086.76815
1815,10/10/1999,60.5,1,1744,5171.973059
1815,10/11/1999,59.6,2,1745,5172.36413
1815,10/12/1999,64.1,3,1746,5231.196195
1815,10/13/1999,56.9,4,1747,5117.464161
1815,10/14/1999,60.8,5,1748,5214.783983
1815,10/15/1999,57.3,6,1749,5191.411507
1815,10/16/1999,36.8,7,1750,4979.23857
1815,10/17/1999,32.6,1,1751,5027.244584
1815,10/18/1999,36.5,2,1752,5037.365726
1815,10/19/1999,36.2,3,1753,5084.262749
1815,10/20/1999,44.1,4,1754,5044.737159
1815,10/21/1999,51.8,5,1755,5173.260908
1815,10/22/1999,50.6,6,1756,5141.723504
1815,10/23/1999,50.2,7,1757,5068.976158
1815,10/24/1999,51.6,1,1758,5125.786407
1815,10/25/1999,53.8,2,1759,5131.194661
1815,10/26/1999,56.1,3,1760,5182.259865
1815,10/27/1999,55.9,4,1761,5111.923443
1815,10/28/1999,43.9,5,1762,5138.902393
1815,10/29/1999,46.5,6,1763,5118.848389
1815,10/30/1999,40.9,7,1764,5001.553421
1815,10/31/1999,47.5,1,1765,5099.609635
1815,11/1/1999,45.6,2,1766,5080.391777
1815,11/2/1999,33.2,3,1767,5053.558484
1815,11/3/1999,48.4,4,1768,5075.526511
1815,11/4/1999,51.9,5,1769,5183.929119
1815,11/5/1999,51.6,6,1770,5144.632433
1815,11/6/1999,51.4,7,1771,5066.243694
1815,11/7/1999,50.6,1,1772,5110.469531
1815,11/8/1999,56.2,2,1773,5136.266155
1815,11/9/1999,54.1,3,1774,5164.981743
1815,11/10/1999,46.7,4,1775,5058.975207
1815,11/11/1999,56.3,5,1776,5204.226419
1815,11/12/1999,49.9,6,1777,5122.211261
1815,11/13/1999,54.7,7,1778,5071.117828
1815,11/14/1999,49.7,1,1779,5112.882786
1815,11/15/1999,50.8,2,1780,5116.398006
1815,11/16/1999,53.6,3,1781,5156.305922
1815,11/17/1999,54.3,4,1782,5090.94664
1815,11/18/1999,52.4,5,1783,5173.422492
1815,11/19/1999,37.9,6,1784,5057.591869
1815,11/20/1999,46,7,1785,5024.955017
1815,11/21/1999,39.9,1,1786,5043.769991
1815,11/22/1999,29.9,2,1787,5007.641301
1815,11/23/1999,24.4,3,1788,5013.311875
1815,11/24/1999,19.9,4,1789,4922.071832
1815,11/25/1999,23.4,5,1790,5025.928107
1815,11/26/1999,43.8,6,1791,5082.90405
1815,11/27/1999,45.7,7,1792,5017.228199
1815,11/28/1999,41.2,1,1793,5066.750107
1815,11/29/1999,37.2,2,1794,5052.547837
