OFFER_DATE,AGE,GENDER,RACE,RFM_SCORE,CUSTOMER_SEGMENT,RESPONSE
10/16/2010,29,F,WHITE,600,segment-9,1
2/24/2011,29,F,WHITE,600,segment-9,1
7/30/2011,29,F,WHITE,600,segment-9,1
8/30/2011,29,F,WHITE,600,segment-9,1
10/13/2010,29,M,WHITE,600,segment-9,1
11/2/2010,29,M,WHITE,600,segment-9,1
3/19/2011,29,M,HISPANIC,600,segment-9,1
7/31/2011,29,F,WHITE,600,segment-8,1
4/13/2011,29,M,WHITE,600,segment-8,1
10/1/2011,29,M,HISPANIC,600,segment-8,1
10/5/2011,29,M,WHITE,600,segment-8,1
4/21/2010,29,F,WHITE,600,segment-7,1
7/9/2010,29,F,WHITE,600,segment-7,1
7/30/2010,29,F,WHITE,600,segment-7,1
9/18/2010,29,F,WHITE,600,segment-7,1
11/14/2011,29,F,HISPANIC,600,segment-7,1
3/28/2010,29,M,WHITE,600,segment-7,1
6/23/2010,29,M,BLACK,600,segment-7,1
10/10/2010,29,M,BLACK,600,segment-7,1
10/9/2010,29,F,BLACK,600,segment-6,1
10/10/2010,29,F,BLACK,600,segment-6,1
8/22/2011,29,F,HISPANIC,600,segment-6,1
6/15/2011,29,M,HISPANIC,600,segment-6,1
8/28/2011,29,M,BLACK,600,segment-6,1
5/6/2010,29,F,BLACK,600,segment-5,1
1/8/2011,29,F,WHITE,600,segment-5,1
6/18/2011,29,F,BLACK,600,segment-5,1
9/18/2011,29,F,BLACK,600,segment-5,1
1/14/2011,29,M,BLACK,600,segment-5,1
9/19/2011,29,M,WHITE,600,segment-5,1
10/17/2010,29,F,BLACK,600,segment-4,1
4/22/2011,29,F,BLACK,600,segment-4,1
6/19/2011,29,F,WHITE,600,segment-4,1
8/6/2011,29,F,BLACK,600,segment-4,1
7/12/2011,29,M,WHITE,600,segment-4,1
10/26/2010,29,M,WHITE,600,segment-3,1
1/12/2011,29,M,WHITE,600,segment-3,1
9/13/2010,29,F,WHITE,600,segment-2,1
4/16/2011,29,F,BLACK,600,segment-2,1
5/11/2011,29,F,BLACK,600,segment-2,1
9/22/2011,29,F,BLACK,600,segment-2,1
6/5/2010,29,M,BLACK,600,segment-2,1
6/14/2010,29,M,WHITE,600,segment-2,1
4/13/2011,29,M,WHITE,600,segment-2,1
1/6/2010,29,F,BLACK,600,segment-10,1
6/10/2010,29,F,BLACK,600,segment-1,1
2/4/2011,29,F,BLACK,600,segment-1,1
3/6/2010,29,M,WHITE,600,segment-1,1
10/19/2011,29,F,BLACK,300,segment-9,1
10/21/2010,29,F,WHITE,300,segment-8,1
5/3/2011,29,F,HISPANIC,300,segment-8,1
4/15/2011,29,M,WHITE,300,segment-8,1
4/6/2011,29,F,WHITE,300,segment-7,1
12/3/2010,29,F,BLACK,300,segment-6,1
11/29/2010,29,F,HISPANIC,300,segment-5,1
9/2/2011,29,F,HISPANIC,300,segment-5,1
2/19/2011,29,M,HISPANIC,300,segment-5,1
4/4/2011,29,M,BLACK,300,segment-5,1
2/26/2010,29,F,WHITE,300,segment-4,1
8/12/2010,29,F,WHITE,300,segment-4,1
12/16/2010,29,F,HISPANIC,300,segment-4,1
12/29/2010,29,F,WHITE,300,segment-4,1
6/6/2011,29,F,BLACK,300,segment-4,1
8/23/2011,29,M,BLACK,300,segment-4,1
3/29/2010,29,F,WHITE,300,segment-3,1
9/11/2010,29,F,BLACK,300,segment-3,1
2/4/2011,29,F,WHITE,300,segment-3,1
9/20/2011,29,M,BLACK,300,segment-3,1
4/6/2010,29,F,BLACK,300,segment-2,1
6/1/2010,29,F,WHITE,300,segment-2,1
6/9/2011,29,F,HISPANIC,300,segment-2,1
5/7/2010,29,M,BLACK,300,segment-2,1
3/5/2010,29,M,WHITE,300,segment-10,1
10/20/2011,29,M,WHITE,300,segment-10,1
6/24/2010,29,M,BLACK,300,segment-1,1
4/11/2011,29,M,WHITE,300,segment-1,1
6/9/2011,29,M,BLACK,300,segment-1,1
8/7/2010,30,F,WHITE,1800,segment-9,1
11/22/2011,30,F,BLACK,1800,segment-9,1
6/1/2011,30,M,BLACK,1800,segment-9,1
2/23/2010,30,M,HISPANIC,1800,segment-8,1
7/4/2011,30,M,BLACK,1800,segment-8,1
3/11/2010,30,M,WHITE,1800,segment-7,0
9/4/2011,30,M,BLACK,1800,segment-7,0
11/29/2011,30,F,BLACK,1800,segment-6,1
12/30/2010,30,F,WHITE,1800,segment-4,0
6/15/2011,30,F,BLACK,1800,segment-4,0
9/19/2011,30,F,BLACK,1800,segment-4,1
11/4/2010,30,M,WHITE,1800,segment-4,1
11/27/2011,30,M,BLACK,1800,segment-4,1
5/21/2010,30,F,BLACK,1800,segment-3,1
2/16/2011,30,F,HISPANIC,1800,segment-3,1
2/7/2010,30,M,WHITE,1800,segment-3,0
3/7/2011,30,M,HISPANIC,1800,segment-3,0
4/11/2011,30,M,BLACK,1800,segment-3,1
8/5/2011,30,M,WHITE,1800,segment-3,1
2/17/2010,30,F,WHITE,1800,segment-2,1
4/12/2010,30,F,BLACK,1800,segment-2,1
4/17/2010,30,F,HISPANIC,1800,segment-2,1
1/23/2010,30,M,HISPANIC,1800,segment-2,0
8/26/2010,30,F,WHITE,1800,segment-1,0
1/1/2010,30,F,BLACK,1500,segment-9,1
9/7/2010,30,F,HISPANIC,1500,segment-9,1
6/16/2011,30,F,WHITE,1500,segment-9,1
5/9/2011,30,M,WHITE,1500,segment-9,1
5/2/2010,30,F,WHITE,1500,segment-8,1
2/28/2011,30,F,WHITE,1500,segment-8,1
10/15/2011,30,F,BLACK,1500,segment-8,1
9/24/2010,30,M,BLACK,1500,segment-8,1
5/28/2010,30,F,HISPANIC,1500,segment-7,1
8/24/2011,30,F,WHITE,1500,segment-7,1
7/22/2010,30,M,BLACK,1500,segment-7,1
7/7/2011,30,M,BLACK,1500,segment-7,1
11/2/2011,30,M,BLACK,1500,segment-7,0
6/26/2010,30,F,BLACK,1500,segment-6,0
10/29/2011,30,F,BLACK,1500,segment-6,1
12/3/2010,30,F,BLACK,1500,segment-5,1
2/13/2011,30,F,WHITE,1500,segment-5,1
9/26/2011,30,F,WHITE,1500,segment-5,0
2/3/2011,30,M,BLACK,1500,segment-5,1
4/29/2011,30,M,BLACK,1500,segment-5,0
5/24/2011,30,M,BLACK,1500,segment-5,0
5/23/2010,30,F,BLACK,1500,segment-4,1
12/10/2010,30,F,BLACK,1500,segment-4,0
1/30/2011,30,F,WHITE,1500,segment-4,0
3/21/2011,30,F,WHITE,1500,segment-4,1
5/29/2011,30,F,BLACK,1500,segment-4,0
4/4/2010,30,M,BLACK,1500,segment-4,1
6/1/2010,30,M,WHITE,1500,segment-4,1
8/27/2010,30,M,WHITE,1500,segment-4,1
1/12/2011,30,M,BLACK,1500,segment-4,0
10/10/2011,30,M,BLACK,1500,segment-4,1
10/8/2010,30,F,HISPANIC,1500,segment-3,1
12/4/2010,30,M,HISPANIC,1500,segment-3,1
9/5/2011,30,M,WHITE,1500,segment-3,0
10/10/2011,30,M,BLACK,1500,segment-3,0
3/17/2010,30,F,BLACK,1500,segment-2,1
10/17/2010,30,F,BLACK,1500,segment-2,1
12/1/2010,30,F,WHITE,1500,segment-2,1
7/28/2010,30,M,BLACK,1500,segment-2,0
4/19/2011,30,M,BLACK,1500,segment-2,0
9/11/2011,30,M,BLACK,1500,segment-2,0
11/7/2010,30,F,BLACK,1500,segment-10,1
6/28/2011,30,F,BLACK,1500,segment-10,1
1/5/2010,30,M,BLACK,1500,segment-10,1
11/19/2011,30,M,BLACK,1500,segment-10,1
7/22/2010,30,F,BLACK,1500,segment-1,0
8/13/2010,30,F,BLACK,1500,segment-1,1
4/22/2010,30,M,HISPANIC,1500,segment-1,1
2/25/2011,30,M,BLACK,1500,segment-1,0
9/2/2011,30,M,BLACK,1500,segment-1,1
1/29/2011,30,F,BLACK,1200,segment-9,0
8/5/2011,30,F,WHITE,1200,segment-9,1
1/6/2010,30,M,BLACK,1200,segment-9,0
1/21/2010,30,M,BLACK,1200,segment-9,1
4/17/2011,30,M,BLACK,1200,segment-9,1
10/26/2011,30,M,BLACK,1200,segment-9,1
5/12/2010,30,F,HISPANIC,1200,segment-8,0
4/4/2011,30,F,HISPANIC,1200,segment-8,0
4/28/2011,30,F,HISPANIC,1200,segment-8,0
10/18/2011,30,F,BLACK,1200,segment-8,0
5/19/2011,30,M,BLACK,1200,segment-8,0
4/1/2011,30,F,WHITE,1200,segment-7,0
11/8/2011,30,F,BLACK,1200,segment-7,0
9/4/2010,30,M,BLACK,1200,segment-7,0
12/6/2010,30,M,BLACK,1200,segment-7,0
5/26/2011,30,M,WHITE,1200,segment-7,1
6/9/2011,30,M,BLACK,1200,segment-7,1
1/17/2010,30,F,BLACK,1200,segment-6,1
8/14/2010,30,F,BLACK,1200,segment-6,0
12/29/2010,30,F,BLACK,1200,segment-6,1
1/8/2011,30,F,BLACK,1200,segment-6,0
8/22/2010,30,M,WHITE,1200,segment-6,0
4/26/2011,30,M,BLACK,1200,segment-6,1
10/14/2010,30,F,BLACK,1200,segment-5,0
6/8/2011,30,F,WHITE,1200,segment-5,0
7/12/2011,30,F,WHITE,1200,segment-5,1
5/31/2010,30,M,HISPANIC,1200,segment-5,1
9/11/2010,30,M,HISPANIC,1200,segment-5,1
4/6/2011,30,M,BLACK,1200,segment-5,0
10/15/2011,30,M,BLACK,1200,segment-5,0
2/18/2010,30,F,WHITE,1200,segment-4,1
7/10/2010,30,F,BLACK,1200,segment-4,0
12/21/2010,30,F,BLACK,1200,segment-4,0
4/26/2011,30,F,BLACK,1200,segment-4,0
1/26/2010,30,M,WHITE,1200,segment-4,1
7/31/2010,30,M,BLACK,1200,segment-4,1
12/20/2010,30,M,BLACK,1200,segment-4,1
4/1/2011,30,M,BLACK,1200,segment-4,0
6/1/2011,30,M,BLACK,1200,segment-4,1
11/25/2011,30,M,WHITE,1200,segment-4,0
3/13/2011,30,F,BLACK,1200,segment-3,1
6/4/2011,30,F,BLACK,1200,segment-3,0
7/21/2011,30,F,WHITE,1200,segment-3,0
7/9/2010,30,M,WHITE,1200,segment-3,0
8/12/2010,30,M,BLACK,1200,segment-3,1
3/11/2011,30,M,BLACK,1200,segment-3,0
7/18/2011,30,M,WHITE,1200,segment-3,1
8/11/2011,30,M,BLACK,1200,segment-3,0
8/17/2011,30,M,WHITE,1200,segment-3,1
9/5/2011,30,M,HISPANIC,1200,segment-3,0
1/24/2010,30,F,BLACK,1200,segment-2,1
1/31/2010,30,F,BLACK,1200,segment-2,1
6/28/2010,30,F,WHITE,1200,segment-2,1
9/23/2011,30,M,WHITE,1200,segment-2,1
3/1/2010,30,F,BLACK,1200,segment-10,1
1/31/2011,30,F,BLACK,1200,segment-10,1
4/13/2011,30,F,HISPANIC,1200,segment-10,1
3/14/2010,30,M,BLACK,1200,segment-10,1
5/24/2010,30,M,BLACK,1200,segment-10,0
5/12/2011,30,M,WHITE,1200,segment-10,0
9/25/2011,30,M,BLACK,1200,segment-10,1
3/3/2010,30,F,HISPANIC,1200,segment-1,0
9/14/2010,30,F,WHITE,1200,segment-1,0
9/20/2010,30,F,WHITE,1200,segment-1,0
4/11/2010,30,F,HISPANIC,900,segment-9,0
9/26/2010,30,F,HISPANIC,900,segment-9,0
1/8/2010,30,M,WHITE,900,segment-9,1
3/22/2010,30,M,WHITE,900,segment-9,1
9/29/2010,30,F,BLACK,900,segment-8,0
1/31/2010,30,M,BLACK,900,segment-8,1
11/30/2011,30,M,BLACK,900,segment-8,0
1/24/2010,30,F,HISPANIC,900,segment-7,0
2/22/2010,30,M,WHITE,900,segment-7,1
5/4/2011,30,M,BLACK,900,segment-7,0
9/2/2011,30,M,WHITE,900,segment-7,0
6/21/2011,30,F,BLACK,900,segment-6,0
7/1/2011,30,F,WHITE,900,segment-6,0
7/19/2011,30,F,BLACK,900,segment-6,0
11/23/2010,30,M,BLACK,900,segment-6,0
4/13/2010,30,F,WHITE,900,segment-5,0
3/14/2011,30,F,BLACK,900,segment-5,0
8/17/2010,30,M,BLACK,900,segment-5,0
3/9/2010,30,F,BLACK,900,segment-4,0
7/2/2010,30,F,HISPANIC,900,segment-4,0
2/4/2011,30,F,BLACK,900,segment-4,1
3/6/2011,30,F,WHITE,900,segment-4,0
4/17/2011,30,F,BLACK,900,segment-4,0
7/13/2011,30,F,WHITE,900,segment-4,0
11/12/2011,30,F,WHITE,900,segment-4,0
3/22/2010,30,M,BLACK,900,segment-4,0
4/16/2010,30,M,BLACK,900,segment-4,0
4/28/2011,30,M,HISPANIC,900,segment-4,0
9/10/2011,30,M,WHITE,900,segment-4,0
7/23/2010,30,M,BLACK,900,segment-3,0
8/27/2010,30,F,BLACK,900,segment-2,0
3/9/2011,30,F,WHITE,900,segment-2,0
8/16/2011,30,F,HISPANIC,900,segment-2,0
8/29/2011,30,M,WHITE,900,segment-10,0
6/6/2010,30,F,BLACK,900,segment-1,0
1/4/2010,30,M,BLACK,900,segment-1,0
7/15/2010,30,M,BLACK,900,segment-1,0
3/8/2010,30,F,BLACK,600,segment-9,0
7/31/2010,30,F,WHITE,600,segment-9,0
1/13/2011,30,F,WHITE,600,segment-9,0
5/18/2011,30,F,BLACK,600,segment-9,0
1/19/2010,30,M,HISPANIC,600,segment-9,0
6/17/2010,30,M,WHITE,600,segment-9,0
2/8/2011,30,M,BLACK,600,segment-9,0
3/16/2011,30,M,WHITE,600,segment-9,0
7/16/2011,30,M,BLACK,600,segment-9,0
10/30/2011,30,M,BLACK,600,segment-9,0
1/16/2010,30,F,WHITE,600,segment-8,0
4/2/2010,30,F,WHITE,600,segment-8,0
12/7/2010,30,F,BLACK,600,segment-8,0
7/25/2011,30,F,BLACK,600,segment-8,0
7/27/2011,30,F,BLACK,600,segment-8,0
2/7/2010,30,M,BLACK,600,segment-8,0
4/11/2010,30,M,WHITE,600,segment-8,0
4/11/2011,30,M,BLACK,600,segment-8,0
9/14/2011,30,M,BLACK,600,segment-8,0
7/7/2010,30,F,WHITE,600,segment-7,0
7/10/2011,30,F,BLACK,600,segment-7,0
8/27/2010,30,M,BLACK,600,segment-7,0
7/6/2011,30,M,BLACK,600,segment-7,0
5/29/2010,30,F,WHITE,600,segment-6,0
9/18/2010,30,F,BLACK,600,segment-6,0
4/15/2011,30,F,HISPANIC,600,segment-6,0
7/11/2011,30,F,WHITE,600,segment-6,0
10/6/2011,30,M,BLACK,600,segment-6,0
2/3/2010,30,F,BLACK,600,segment-5,0
7/3/2010,30,F,BLACK,600,segment-5,0
4/21/2010,30,M,WHITE,600,segment-5,0
8/29/2010,30,M,BLACK,600,segment-5,0
11/5/2011,30,M,WHITE,600,segment-5,0
1/29/2010,30,F,HISPANIC,600,segment-4,0
5/4/2011,30,F,BLACK,600,segment-4,0
11/28/2011,30,F,WHITE,600,segment-4,0
4/3/2010,30,M,WHITE,600,segment-4,0
12/18/2010,30,F,WHITE,600,segment-3,0
1/28/2011,30,F,BLACK,600,segment-3,0
7/14/2010,30,M,WHITE,600,segment-3,0
8/16/2011,30,M,WHITE,600,segment-3,0
4/27/2010,30,F,BLACK,600,segment-2,0
10/19/2010,30,F,BLACK,600,segment-2,0
12/4/2010,30,F,WHITE,600,segment-2,0
9/18/2011,30,F,WHITE,600,segment-2,0
6/6/2010,30,M,BLACK,600,segment-2,0
9/4/2010,30,M,BLACK,600,segment-2,0
12/21/2010,30,M,WHITE,600,segment-2,0
5/2/2011,30,M,BLACK,600,segment-2,0
6/1/2011,30,M,WHITE,600,segment-2,0
6/28/2011,30,F,BLACK,600,segment-1,0
10/29/2011,30,M,BLACK,600,segment-1,0
9/30/2010,30,F,BLACK,300,segment-9,0
11/18/2011,30,F,BLACK,300,segment-9,0
8/3/2010,30,M,BLACK,300,segment-9,0
12/3/2010,30,F,HISPANIC,300,segment-8,0
11/13/2010,30,M,WHITE,300,segment-8,0
10/9/2011,30,M,BLACK,300,segment-8,0
6/21/2011,30,F,BLACK,300,segment-7,0
11/25/2011,30,F,BLACK,300,segment-7,0
5/31/2010,30,M,WHITE,300,segment-7,0
9/18/2010,30,M,WHITE,300,segment-7,0
4/28/2011,30,M,WHITE,300,segment-7,0
5/6/2011,30,F,WHITE,300,segment-6,0
8/11/2011,30,M,BLACK,300,segment-6,0
4/20/2011,30,F,WHITE,300,segment-5,0
6/10/2011,30,F,BLACK,300,segment-5,0
6/20/2011,30,F,BLACK,300,segment-5,0
11/19/2011,30,F,WHITE,300,segment-4,0
3/30/2011,30,M,BLACK,300,segment-4,0
6/23/2011,30,M,WHITE,300,segment-4,0
5/19/2010,30,F,BLACK,300,segment-3,0
7/25/2011,30,M,WHITE,300,segment-3,0
8/28/2010,30,M,WHITE,300,segment-2,0
9/19/2011,30,M,HISPANIC,300,segment-2,0
3/26/2010,30,F,WHITE,300,segment-10,0
9/23/2011,30,F,BLACK,300,segment-10,0
9/25/2010,30,M,BLACK,300,segment-10,0
12/8/2010,30,F,HISPANIC,300,segment-1,0
3/28/2011,30,M,WHITE,300,segment-1,0
10/9/2011,31,F,BLACK,1800,segment-8,1
2/7/2011,31,M,BLACK,1800,segment-8,1
6/13/2011,31,M,BLACK,1800,segment-8,1
5/16/2010,31,M,HISPANIC,1800,segment-7,0
10/14/2010,31,M,BLACK,1800,segment-7,1
3/22/2010,31,F,WHITE,1800,segment-6,1
3/26/2010,31,F,BLACK,1800,segment-6,0
5/1/2010,31,F,BLACK,1800,segment-6,0
2/8/2011,31,F,BLACK,1800,segment-6,0
4/1/2010,31,M,BLACK,1800,segment-6,1
1/3/2010,31,F,BLACK,1800,segment-5,1
11/9/2010,31,F,BLACK,1800,segment-5,0
9/24/2010,31,M,HISPANIC,1800,segment-5,1
2/21/2011,31,M,BLACK,1800,segment-4,1
8/14/2010,31,M,BLACK,1800,segment-3,1
8/31/2011,31,F,WHITE,1800,segment-2,1
11/7/2011,31,F,WHITE,1800,segment-2,1
6/5/2010,31,M,BLACK,1800,segment-2,1
4/17/2010,31,F,BLACK,1800,segment-10,1
11/12/2010,31,M,WHITE,1800,segment-10,1
8/5/2011,31,F,BLACK,1800,segment-1,1
2/23/2011,31,M,WHITE,1800,segment-1,1
8/10/2011,31,M,BLACK,1800,segment-1,1
3/19/2010,31,F,BLACK,1500,segment-9,1
8/5/2011,31,F,WHITE,1500,segment-9,0
3/26/2010,31,M,WHITE,1500,segment-9,1
5/23/2010,31,M,WHITE,1500,segment-9,1
6/3/2010,31,M,BLACK,1500,segment-9,1
11/6/2010,31,M,BLACK,1500,segment-9,1
7/22/2011,31,M,WHITE,1500,segment-9,1
2/16/2010,31,F,BLACK,1500,segment-8,0
9/18/2011,31,M,WHITE,1500,segment-8,1
11/29/2011,31,M,WHITE,1500,segment-8,0
1/18/2010,31,F,HISPANIC,1500,segment-7,1
2/20/2010,31,F,WHITE,1500,segment-7,1
9/2/2010,31,F,BLACK,1500,segment-6,1
6/1/2011,31,F,BLACK,1500,segment-6,0
6/7/2011,31,M,WHITE,1500,segment-6,1
8/1/2011,31,M,WHITE,1500,segment-6,1
10/28/2010,31,M,BLACK,1500,segment-5,1
3/8/2010,31,F,WHITE,1500,segment-4,0
11/4/2010,31,F,WHITE,1500,segment-4,1
5/27/2011,31,F,HISPANIC,1500,segment-4,1
9/11/2010,31,M,WHITE,1500,segment-4,1
6/7/2011,31,F,BLACK,1500,segment-3,1
1/15/2010,31,M,WHITE,1500,segment-3,1
10/18/2010,31,M,BLACK,1500,segment-3,1
6/18/2011,31,M,BLACK,1500,segment-3,0
3/24/2011,31,F,BLACK,1500,segment-2,1
6/19/2011,31,F,BLACK,1500,segment-2,0
5/17/2010,31,M,BLACK,1500,segment-2,0
12/30/2010,31,M,BLACK,1500,segment-2,0
5/24/2011,31,M,WHITE,1500,segment-2,0
2/5/2010,31,M,WHITE,1500,segment-1,1
12/1/2010,31,M,WHITE,1500,segment-1,1
10/3/2011,31,M,BLACK,1500,segment-1,0
7/1/2010,31,F,BLACK,1200,segment-9,0
1/15/2011,31,F,HISPANIC,1200,segment-9,1
5/11/2011,31,M,BLACK,1200,segment-9,1
11/19/2011,31,M,BLACK,1200,segment-9,0
1/27/2010,31,F,BLACK,1200,segment-8,0
2/17/2010,31,F,BLACK,1200,segment-8,1
12/2/2010,31,F,BLACK,1200,segment-8,0
4/18/2010,31,M,WHITE,1200,segment-8,1
5/26/2011,31,M,WHITE,1200,segment-8,1
6/2/2010,31,F,BLACK,1200,segment-7,1
8/4/2011,31,F,WHITE,1200,segment-7,1
9/15/2010,31,M,WHITE,1200,segment-7,0
12/24/2010,31,M,BLACK,1200,segment-7,1
4/22/2011,31,M,BLACK,1200,segment-7,1
10/10/2011,31,M,BLACK,1200,segment-7,0
3/13/2010,31,F,WHITE,1200,segment-6,0
3/18/2011,31,F,HISPANIC,1200,segment-6,1
7/18/2011,31,F,BLACK,1200,segment-6,0
1/24/2010,31,M,BLACK,1200,segment-6,1
3/8/2010,31,M,BLACK,1200,segment-6,0
3/3/2011,31,M,WHITE,1200,segment-6,1
7/1/2011,31,M,WHITE,1200,segment-6,0
1/19/2010,31,F,WHITE,1200,segment-5,1
3/14/2010,31,F,WHITE,1200,segment-5,0
7/4/2010,31,F,HISPANIC,1200,segment-5,0
8/7/2010,31,F,BLACK,1200,segment-5,1
5/21/2011,31,F,BLACK,1200,segment-5,0
8/5/2011,31,F,BLACK,1200,segment-5,0
5/2/2010,31,M,BLACK,1200,segment-5,1
2/16/2011,31,M,WHITE,1200,segment-5,1
3/3/2010,31,F,WHITE,1200,segment-4,1
4/16/2011,31,M,BLACK,1200,segment-4,0
4/9/2011,31,F,WHITE,1200,segment-3,0
8/28/2011,31,F,BLACK,1200,segment-3,0
7/11/2010,31,M,BLACK,1200,segment-3,1
3/31/2011,31,M,BLACK,1200,segment-3,1
7/11/2011,31,M,WHITE,1200,segment-3,0
10/27/2011,31,M,BLACK,1200,segment-3,1
1/14/2010,31,F,WHITE,1200,segment-2,0
5/29/2010,31,F,WHITE,1200,segment-2,1
10/23/2010,31,F,BLACK,1200,segment-2,1
2/28/2011,31,F,WHITE,1200,segment-2,1
3/5/2010,31,M,HISPANIC,1200,segment-2,1
7/10/2010,31,M,BLACK,1200,segment-2,0
7/24/2010,31,M,WHITE,1200,segment-2,1
8/20/2010,31,M,WHITE,1200,segment-2,0
4/14/2011,31,M,BLACK,1200,segment-2,0
11/3/2010,31,F,WHITE,1200,segment-10,0
2/23/2011,31,F,BLACK,1200,segment-1,0
7/31/2010,31,M,HISPANIC,1200,segment-1,0
2/3/2010,31,F,BLACK,900,segment-9,0
1/16/2010,31,M,BLACK,900,segment-9,1
5/20/2011,31,M,BLACK,900,segment-9,0
8/9/2011,31,M,BLACK,900,segment-9,1
12/22/2010,31,F,HISPANIC,900,segment-8,0
9/7/2011,31,F,BLACK,900,segment-8,0
9/21/2011,31,F,BLACK,900,segment-8,1
1/27/2010,31,M,HISPANIC,900,segment-8,0
7/29/2011,31,M,BLACK,900,segment-8,0
2/1/2010,31,F,BLACK,900,segment-7,1
9/7/2010,31,F,HISPANIC,900,segment-7,1
4/29/2010,31,M,WHITE,900,segment-7,0
8/10/2010,31,M,WHITE,900,segment-7,0
10/15/2010,31,F,BLACK,900,segment-6,1
12/17/2010,31,F,HISPANIC,900,segment-6,0
3/14/2010,31,M,BLACK,900,segment-6,1
2/14/2011,31,M,BLACK,900,segment-6,0
2/17/2010,31,F,HISPANIC,900,segment-5,0
1/18/2011,31,F,HISPANIC,900,segment-5,1
3/25/2011,31,F,BLACK,900,segment-5,0
4/23/2010,31,M,WHITE,900,segment-5,0
8/18/2010,31,F,HISPANIC,900,segment-4,0
8/26/2010,31,F,WHITE,900,segment-4,0
1/2/2011,31,F,BLACK,900,segment-4,0
1/4/2011,31,F,WHITE,900,segment-4,0
4/6/2011,31,F,BLACK,900,segment-4,0
5/12/2011,31,F,BLACK,900,segment-4,0
8/12/2010,31,M,BLACK,900,segment-4,0
3/20/2011,31,F,BLACK,900,segment-3,0
10/29/2011,31,F,BLACK,900,segment-3,0
4/23/2011,31,M,WHITE,900,segment-3,0
6/19/2010,31,F,WHITE,900,segment-2,0
8/18/2010,31,F,WHITE,900,segment-2,0
1/2/2011,31,F,WHITE,900,segment-2,0
4/16/2011,31,F,WHITE,900,segment-2,1
4/25/2010,31,M,HISPANIC,900,segment-2,0
1/14/2011,31,M,BLACK,900,segment-2,0
10/19/2011,31,M,BLACK,900,segment-2,0
6/14/2010,31,F,WHITE,900,segment-10,1
6/29/2011,31,M,WHITE,900,segment-10,0
7/23/2011,31,M,HISPANIC,900,segment-10,0
6/28/2010,31,M,WHITE,900,segment-1,0
6/8/2011,31,F,BLACK,600,segment-9,0
2/18/2010,31,M,BLACK,600,segment-9,0
9/29/2010,31,M,HISPANIC,600,segment-9,0
1/31/2011,31,M,BLACK,600,segment-9,0
3/6/2010,31,F,WHITE,600,segment-8,0
8/3/2010,31,F,BLACK,600,segment-8,0
2/11/2010,31,M,WHITE,600,segment-8,0
7/8/2010,31,M,WHITE,600,segment-8,0
10/6/2010,31,M,BLACK,600,segment-8,0
1/7/2011,31,M,BLACK,600,segment-8,0
10/15/2011,31,M,WHITE,600,segment-8,0
12/6/2010,31,F,HISPANIC,600,segment-7,0
2/23/2011,31,F,HISPANIC,600,segment-7,0
5/28/2010,31,M,BLACK,600,segment-7,0
6/8/2010,31,M,BLACK,600,segment-7,0
8/10/2010,31,M,BLACK,600,segment-7,0
4/24/2011,31,M,HISPANIC,600,segment-7,0
3/9/2010,31,F,BLACK,600,segment-6,0
7/17/2011,31,F,WHITE,600,segment-6,0
8/13/2010,31,M,BLACK,600,segment-6,0
7/27/2011,31,M,WHITE,600,segment-6,0
3/26/2010,31,F,WHITE,600,segment-5,0
5/31/2010,31,F,WHITE,600,segment-5,0
9/3/2011,31,F,WHITE,600,segment-5,0
3/30/2010,31,M,WHITE,600,segment-5,0
4/20/2010,31,M,WHITE,600,segment-5,0
9/2/2011,31,F,BLACK,600,segment-4,0
7/4/2011,31,M,BLACK,600,segment-4,0
11/23/2011,31,M,BLACK,600,segment-4,0
3/12/2010,31,F,BLACK,600,segment-3,0
4/24/2011,31,F,WHITE,600,segment-3,0
11/6/2011,31,F,WHITE,600,segment-3,0
1/30/2010,31,M,WHITE,600,segment-3,0
10/21/2010,31,M,WHITE,600,segment-3,0
1/22/2011,31,M,WHITE,600,segment-3,0
5/1/2010,31,F,BLACK,600,segment-2,0
7/24/2010,31,F,WHITE,600,segment-2,0
11/17/2011,31,M,WHITE,600,segment-2,0
2/26/2010,31,M,BLACK,600,segment-10,0
11/26/2010,31,M,BLACK,600,segment-10,0
3/11/2011,31,M,WHITE,600,segment-10,0
3/19/2010,31,M,BLACK,300,segment-9,0
4/25/2010,31,M,BLACK,300,segment-9,0
10/31/2010,31,F,WHITE,300,segment-8,0
5/29/2010,31,M,HISPANIC,300,segment-8,0
3/19/2010,31,F,WHITE,300,segment-6,0
7/25/2010,31,F,HISPANIC,300,segment-6,0
9/2/2010,31,M,HISPANIC,300,segment-6,0
5/28/2010,31,F,BLACK,300,segment-5,0
4/12/2011,31,F,BLACK,300,segment-5,0
8/15/2010,31,M,BLACK,300,segment-5,0
4/10/2011,31,M,WHITE,300,segment-5,0
11/30/2010,31,F,BLACK,300,segment-4,0
3/13/2011,31,F,WHITE,300,segment-3,0
7/11/2011,31,F,HISPANIC,300,segment-3,0
9/29/2011,31,F,BLACK,300,segment-3,0
4/2/2010,32,F,BLACK,1800,segment-8,0
8/25/2011,32,F,BLACK,1800,segment-8,0
11/29/2010,32,F,WHITE,1800,segment-7,1
10/28/2011,32,F,BLACK,1800,segment-7,1
3/31/2010,32,M,WHITE,1800,segment-6,0
10/17/2010,32,M,WHITE,1800,segment-6,1
