Customer_ID	Promo_1_Response	Promo_2_Response	Promo_3_Response	Promo_1_Discount	Promo_2_Discount	Promo_3_Discount
100854889	0	0	0	0.12	18.92	7.46
100854948	0	0	0	10.49	6.92	13.56
100855026	0	0	0	9.41	21.05	12.29
100855058	0	0	0	3.78	3.26	29.60
100855061	0	0	0	7.53	0.91	0.68
100855106	0	0	0	13.56	7.25	21.62
100855118	1	0	1	0.83	1.32	19.94
100855198	0	0	0	3.91	7.18	13.35
100855254	1	0	1	7.10	18.81	15.93
100855265	0	0	0	12.85	7.05	22.11
100855284	0	0	0	13.24	19.51	28.84
100855331	0	0	0	11.91	7.90	0.92
100855399	0	0	0	1.04	3.68	11.85
100855467	0	0	0	14.23	10.76	26.89
100855529	0	0	0	11.69	4.47	17.81
100855808	0	0	0	6.07	14.60	5.74
100855877	1	0	1	0.99	7.05	16.68
100855946	1	0	1	0.04	2.35	18.70
100855974	1	0	1	0.65	22.43	29.14
100856046	1	0	1	4.69	0.34	11.59
100856133	0	0	0	12.25	13.56	6.94
100856610	1	0	1	6.22	17.58	13.09
100856614	0	0	0	0.39	21.69	26.44
100856707	0	0	0	7.66	10.71	4.93
100856767	1	0	1	3.81	13.30	18.00
100856777	0	0	0	9.10	5.73	4.40
100856884	0	0	0	8.74	19.79	21.23
100856945	0	0	0	11.79	13.51	8.20
100856947	1	0	1	5.38	14.02	12.11
100857035	0	0	0	12.79	6.25	19.49
100857118	1	0	1	9.36	4.10	22.91
100857207	0	0	0	13.81	6.55	16.85
100857229	0	0	0	6.21	2.67	3.20
100857251	1	0	1	9.25	20.06	22.32
100857274	1	0	1	11.87	4.50	21.58
100857309	1	1	1	8.20	14.66	17.43
100857412	0	0	0	8.00	12.58	5.90
100857442	0	0	0	5.53	13.75	10.37
100857513	1	0	1	10.41	5.56	15.11
100857607	0	0	0	5.28	19.94	8.90
100857631	0	0	0	0.89	0.13	26.33
100857695	1	0	1	3.40	6.18	11.56
100857696	0	0	0	10.25	19.03	4.48
100857704	1	0	1	4.27	5.28	6.16
100857792	1	0	1	14.03	11.86	25.36
100857841	1	0	1	7.04	2.11	21.47
100857867	1	0	1	12.07	11.50	12.71
100857882	0	0	0	7.64	8.86	25.81
100857903	1	0	1	1.23	8.84	8.07
100857982	0	0	0	14.48	0.83	2.02
100858036	0	0	0	12.34	3.84	6.84
100858043	1	0	1	0.03	14.58	10.41
100858095	0	0	0	6.57	7.09	3.42
100858099	0	0	0	13.35	10.43	28.40
100858174	0	0	0	10.60	17.85	20.41
100858216	0	0	0	8.82	8.41	10.68
100858227	1	0	1	5.17	17.43	25.52
100858255	0	0	0	14.27	16.67	2.39
100858330	0	0	0	5.66	9.34	25.19
100858349	1	0	1	4.23	21.44	10.73
100858392	1	0	1	9.64	21.07	20.24
100858456	0	0	0	4.85	11.10	2.20
100858490	0	0	0	3.66	6.73	3.52
100858568	0	0	0	11.65	11.55	20.44
100858768	1	0	1	4.57	6.85	13.35
100858779	1	0	1	7.31	12.42	20.61
100859051	1	0	1	9.37	9.52	7.36
100859108	1	0	1	13.89	13.11	26.63
100859183	1	0	1	3.99	22.07	12.49
100859216	0	0	0	14.27	10.34	25.78
100859302	1	0	1	4.77	13.40	27.71
100859385	1	0	1	10.01	20.05	24.07
100859459	1	0	1	11.72	1.55	3.14
100859474	1	0	1	10.54	15.94	16.60
100859552	0	0	0	3.18	11.26	17.60
100859606	0	0	0	1.41	17.73	1.31
100859693	1	0	1	14.91	19.74	5.93
100859713	0	0	0	12.15	2.95	7.33
100859762	0	0	0	8.89	2.53	4.17
100859821	1	0	1	1.67	2.46	24.94
100859823	0	0	0	12.20	8.72	11.80
100859894	0	0	0	13.66	1.42	3.28
100859984	0	0	0	2.47	3.42	18.99
100860001	0	0	0	9.26	11.49	24.15
100860069	0	0	0	3.54	7.82	14.54
100860090	1	0	1	3.28	22.16	24.90
100860166	0	0	0	12.28	8.13	23.06
100860171	0	0	0	14.46	10.26	22.32
100860363	0	0	0	14.79	7.12	17.88
100860443	0	0	0	5.52	22.01	6.18
100860486	0	0	0	9.46	5.31	18.73
100860574	0	0	0	10.44	8.55	15.72
100860641	1	1	1	3.00	19.67	4.70
100860727	1	0	1	14.86	9.24	26.81
100860742	0	0	0	4.95	0.82	5.32
100860768	0	0	0	5.67	12.11	19.59
100860858	0	0	0	3.96	12.11	2.48
100860861	0	0	0	13.90	2.41	7.45
100860926	1	0	1	10.05	8.21	23.97
100860942	1	0	1	0.42	3.45	4.55
100861011	0	0	0	4.86	5.09	6.60
100861039	0	0	0	0.23	13.09	17.25
100861088	0	0	0	4.35	15.53	18.85
100861140	0	0	0	8.98	17.23	13.64
100861210	0	0	0	2.15	5.81	12.87
100861279	1	0	1	5.92	15.64	10.13
100861336	0	0	0	9.87	21.57	7.10
100861406	0	0	0	10.60	11.34	3.16
100861493	0	0	0	8.83	2.77	21.00
100861528	0	0	0	8.90	8.18	28.10
100861594	0	0	0	14.55	1.76	4.62
100861659	1	0	1	9.77	8.23	23.80
100861784	0	0	0	3.56	7.32	26.31
100861816	0	0	0	13.99	6.41	25.94
100861907	1	0	1	5.56	1.32	5.08
100861964	0	0	0	14.52	9.37	13.12
100862038	0	0	0	2.57	9.47	29.38
100862125	1	1	1	1.05	0.87	5.93
100862177	1	1	1	1.07	2.59	25.26
100862240	1	0	1	14.60	18.19	0.33
100862331	1	1	1	7.12	3.78	23.57
100862389	1	0	1	6.32	8.68	17.41
100862398	1	0	1	4.23	11.21	7.78
100862479	0	0	0	2.45	7.93	3.43
100862545	1	0	1	2.66	12.88	29.66
100862609	1	0	1	0.98	17.56	26.03
100862657	1	0	1	9.66	11.84	28.46
100862672	1	1	1	6.95	15.28	20.90
100862694	0	0	0	5.24	1.96	27.77
100862748	1	0	1	4.00	4.62	12.76
100862778	1	0	1	11.05	0.68	2.37
100862827	0	0	0	9.90	11.83	19.71
100862913	0	0	0	14.33	21.89	7.56
100862980	0	0	0	13.73	0.01	7.73
100863068	1	1	1	2.59	13.65	26.99
100863123	0	0	0	5.18	5.41	26.63
100863142	0	0	0	13.26	17.14	1.57
100863227	0	0	0	6.41	7.60	22.23
100863237	1	0	1	1.43	4.92	23.43
100863248	0	0	0	4.46	18.42	29.08
100863326	1	0	1	7.94	13.22	1.91
100863386	0	0	0	11.32	9.11	28.52
100863387	0	0	0	7.13	10.19	10.81
100863402	0	0	0	5.14	5.46	1.91
100863478	0	0	0	8.94	1.33	25.47
100863980	1	0	1	8.51	11.51	28.81
100863983	0	0	0	1.97	8.03	22.28
100863984	1	1	1	9.78	19.21	0.34
100864014	1	0	1	2.90	19.89	9.77
100864073	0	0	0	9.50	15.42	28.27
100864076	0	0	0	5.23	17.21	8.59
100864103	0	0	0	9.42	4.63	26.42
100864188	1	0	1	8.99	6.88	14.35
100864247	0	0	0	8.67	13.09	24.94
100864254	1	0	1	5.28	5.02	0.63
100864311	1	0	1	8.73	3.80	21.83
100864390	0	0	0	0.51	10.23	28.87
100864574	0	0	0	12.09	18.37	19.66
100864661	1	0	1	7.70	9.17	14.31
100864704	0	0	0	12.91	13.93	16.07
100864716	0	0	0	2.03	7.16	29.98
100864803	0	0	0	7.00	9.05	0.74
100865322	0	0	0	4.33	12.54	16.40
100865387	0	0	0	3.18	18.78	13.28
100865394	1	1	1	7.45	10.90	10.95
100865438	1	0	1	13.26	0.07	5.69
100865443	0	0	0	4.98	7.73	4.24
100865463	0	0	0	9.04	8.36	29.00
100865484	0	0	0	12.87	17.89	5.53
100865494	0	0	0	10.01	10.08	23.57
100865564	0	0	0	9.27	14.07	15.08
100865628	1	0	1	0.29	4.32	12.28
100865691	0	0	0	1.83	5.11	23.26
100865765	1	0	1	13.32	9.36	3.50
100865843	1	0	1	7.44	4.66	14.49
100865925	0	0	0	8.80	19.63	16.20
100865980	0	0	0	11.61	1.28	15.17
100866153	0	0	0	8.88	3.61	7.32
100866164	0	0	0	7.04	1.74	6.96
100866241	1	1	1	8.41	14.17	0.72
100866478	0	0	0	13.49	2.55	19.66
100866527	0	0	0	8.72	16.05	23.58
100866725	1	0	1	5.57	9.26	12.45
100866799	0	0	0	12.89	14.43	26.38
100866977	1	0	1	9.81	16.94	4.18
100867047	0	0	0	14.49	5.81	22.35
100867095	0	0	0	0.63	5.53	2.34
100867175	1	0	1	0.40	15.82	19.83
100867201	1	0	1	13.07	8.43	2.18
100867256	1	1	1	7.58	5.92	6.86
100867272	1	0	1	1.49	5.13	4.15
100867437	0	0	0	2.07	12.52	27.50
100867492	0	0	0	4.60	20.54	22.99
100867529	0	0	0	0.84	8.18	10.58
100867586	0	0	0	8.04	21.95	24.10
100867638	0	0	0	13.60	3.19	21.56
100867656	0	0	0	13.16	2.45	11.04
100867726	1	0	1	8.94	18.97	22.49
100867781	0	0	0	13.75	12.19	26.40
100867851	0	0	0	0.71	18.87	8.12
100867933	1	0	1	9.92	14.28	28.68
100867969	0	0	0	0.65	12.30	21.60
100868045	0	0	0	11.65	1.77	22.00
100868110	1	0	1	14.47	17.65	8.08
100868171	0	0	0	14.83	8.02	5.30
100868248	1	0	1	14.29	12.00	26.19
100868330	1	0	1	9.95	6.46	28.91
100868394	1	0	1	14.69	13.60	7.94
100868409	0	0	0	9.62	4.02	14.83
100868473	0	0	0	1.74	15.72	11.75
100868491	1	0	1	4.39	12.61	16.71
100868533	1	1	1	0.83	18.22	5.35
100868595	1	0	1	7.32	13.57	18.83
100868648	1	0	1	1.31	8.51	16.46
100868743	1	1	1	12.69	21.23	26.36
100868757	0	0	0	8.57	9.62	1.84
100868771	0	0	0	9.37	10.42	2.69
100868772	0	0	0	13.02	15.16	14.14
100868821	0	0	0	14.81	20.04	18.12
100868848	0	0	0	5.38	14.30	16.89
100868870	1	0	1	1.57	8.80	24.48
100868940	0	0	0	11.76	1.47	29.70
100868969	1	0	1	1.82	19.68	1.46
100869057	0	0	0	13.88	22.21	29.55
100869136	0	0	0	12.98	21.93	29.40
100869189	0	0	0	1.39	11.20	21.68
100869228	0	0	0	5.33	19.13	24.11
100869262	1	1	1	5.47	19.71	10.19
100869350	1	0	1	9.12	20.03	2.02
100869457	0	0	0	13.40	21.38	2.45
100869470	1	0	1	14.12	21.46	3.94
100869533	0	0	0	6.25	11.84	10.06
100869570	0	0	0	1.28	0.41	11.65
100869603	0	0	0	5.86	9.08	22.87
100869688	0	0	0	14.59	10.11	20.70
100869761	0	0	0	11.15	22.13	26.39
100869937	1	0	1	1.41	5.01	7.22
100869957	1	0	1	10.20	20.80	14.13
100870047	1	1	1	13.92	2.92	18.18
100870080	0	0	0	11.13	0.45	19.06
100870181	0	0	0	3.57	8.02	17.83
100870255	0	0	0	4.43	20.25	3.26
100870334	0	0	0	12.34	20.03	7.60
100870375	1	0	1	10.12	19.98	19.67
100870398	0	0	0	11.12	7.67	22.71
100870464	1	1	1	12.42	8.41	19.12
100870483	0	0	0	11.62	6.40	28.05
100870514	0	0	0	2.80	6.96	22.47
100870530	1	0	1	5.90	0.95	14.60
100870592	0	0	0	2.85	2.98	25.12
100870664	1	0	1	3.66	15.52	19.18
100870755	1	0	1	1.24	12.69	19.72
100870774	1	0	1	12.09	16.35	0.84
100870785	0	0	0	6.99	7.20	17.87
100870881	0	0	0	11.59	6.29	28.38
100870910	0	0	0	5.89	9.76	19.82
100871003	1	0	1	7.47	2.05	17.85
100871049	1	0	1	4.46	13.70	3.36
100871076	0	0	0	7.09	17.06	23.67
100871119	0	0	0	10.52	2.68	28.34
100871167	0	0	0	3.97	12.37	17.85
100871231	1	0	1	4.68	1.03	16.14
100871274	0	0	0	3.82	17.79	28.17
100871325	0	0	0	13.83	6.77	8.84
100871418	0	0	0	2.22	5.67	26.53
100871516	0	0	0	4.96	19.40	23.87
100871592	0	0	0	1.66	0.75	15.02
100871599	1	0	1	14.61	8.13	0.20
100871740	1	0	1	2.49	7.22	3.27
100871798	1	0	1	14.66	6.71	24.18
100871878	0	0	0	7.29	14.21	18.69
100871886	0	0	0	5.06	14.87	25.37
100871961	0	0	0	4.75	20.67	22.90
100872021	0	0	0	9.71	21.18	18.07
100872073	1	0	1	12.69	15.31	0.81
100872184	1	0	1	11.95	2.74	25.19
100872221	1	0	1	2.85	21.24	10.35
100872270	1	0	1	3.30	15.95	10.99
100872349	0	0	0	10.56	6.66	14.49
100872419	0	0	0	14.51	4.99	4.48
100872421	0	0	0	10.28	1.13	8.81
100872512	0	0	0	8.35	15.64	6.30
100872531	1	0	1	12.80	5.01	23.58
100872616	0	0	0	1.22	14.14	24.59
100872688	1	0	1	5.02	16.24	25.21
100872723	0	0	0	10.24	2.27	8.26
100872747	1	0	1	5.34	14.85	4.25
100872822	1	1	1	7.54	17.03	21.09
100872861	0	0	0	8.22	15.65	5.26
100872935	1	0	1	7.74	20.12	9.51
100873006	0	0	0	13.95	16.04	25.43
100873025	0	0	0	8.74	20.40	0.90
100873103	1	0	1	5.92	13.45	10.98
100873141	1	1	1	12.90	4.97	7.13
100873186	0	0	0	2.08	20.11	20.87
100873229	0	0	0	6.67	5.17	21.55
100873240	0	0	0	9.61	6.85	15.23
100873293	1	0	1	2.91	18.37	18.89
100873312	0	0	0	7.87	14.74	8.05
100873390	0	0	0	7.34	16.29	7.34
100873451	0	0	0	13.72	17.53	7.07
100873517	0	0	0	11.81	12.48	28.10
100873559	1	0	1	11.48	13.04	8.62
100873585	0	0	0	2.68	16.42	0.49
100873670	0	0	0	1.88	18.19	13.51
100873671	0	0	0	4.15	11.29	12.52
100873705	1	0	1	0.99	18.91	23.58
100873711	1	0	1	10.36	2.51	19.19
100873725	1	1	1	6.86	22.11	18.78
100873777	0	0	0	13.09	20.46	5.64
100873791	1	0	1	6.31	20.23	24.85
100873880	0	0	0	5.38	17.01	0.02
100873966	1	0	1	7.08	6.76	8.15
100873983	1	1	1	8.12	1.08	16.94
100874041	0	0	0	14.17	6.06	8.84
100874081	1	1	1	5.15	14.82	22.32
100874113	1	1	1	0.75	3.30	11.73
100874164	0	0	0	14.86	20.38	12.14
100874240	1	0	1	6.01	6.46	20.82
100874300	1	0	1	5.41	10.00	11.10
100874308	0	0	0	14.27	8.72	2.77
100874338	0	0	0	4.76	4.00	23.20
100874379	0	0	0	7.77	11.47	15.74
100874527	0	0	0	6.07	15.30	14.42
100874606	0	0	0	12.11	12.96	5.88
100874684	0	0	0	9.74	16.99	9.75
100874737	0	0	0	0.18	10.51	1.11
100874780	0	0	0	6.81	16.55	14.88
100874839	0	0	0	2.89	2.14	4.12
100874898	1	0	1	4.85	21.42	14.16
100874955	0	0	0	10.58	15.42	9.31
100874992	0	0	0	1.88	8.65	26.93
100875051	1	0	1	2.84	1.27	6.42
100875060	1	0	1	14.05	19.23	7.57
100875091	0	0	0	1.73	4.57	8.71
100875158	0	0	0	13.05	3.81	4.77
100875269	1	0	1	2.84	11.62	4.27
100875288	1	0	1	2.93	17.11	27.38
100875372	0	0	0	1.53	7.49	18.57
100875413	0	0	0	3.24	19.57	26.62
100875467	1	0	1	1.52	21.42	1.56
100875497	0	0	0	9.14	6.36	18.00
100875571	1	0	1	8.94	12.28	0.54
100875634	1	0	1	13.55	16.59	24.37
100875700	0	0	0	13.49	20.61	26.83
100875762	0	0	0	8.48	8.77	1.82
100875815	1	0	1	12.18	4.13	5.58
100875849	0	0	0	13.61	8.34	15.56
100875925	1	0	1	7.30	12.53	1.16
100875987	0	0	0	10.09	16.10	20.57
100875988	1	0	1	13.48	8.40	0.61
100876022	1	0	1	14.48	9.22	10.54
100876061	1	0	1	3.96	16.53	8.29
100876126	1	0	1	11.43	7.36	3.02
100876152	0	0	0	10.13	12.82	18.17
100876178	0	0	0	14.87	16.56	22.92
100876214	0	0	0	14.99	9.38	27.84
100876319	1	0	1	11.04	10.35	25.89
100876369	0	0	0	5.42	16.55	12.58
100876449	1	0	1	12.64	6.96	29.73
100876538	0	0	0	13.36	9.38	9.64
100876572	0	0	0	3.77	19.73	29.13
100876625	0	0	0	12.90	4.21	5.70
100876699	1	0	1	10.18	17.44	23.67
100876757	1	0	1	6.75	8.54	19.86
100876803	0	0	0	5.71	6.20	24.92
100876812	0	0	0	10.97	13.31	6.80
100876847	0	0	0	10.87	10.37	18.43
100876884	0	0	0	10.33	6.69	15.91
100876974	0	0	0	1.89	15.11	24.69
100877004	1	0	1	13.42	11.27	20.65
100877095	0	0	0	11.77	17.74	15.67
100877098	0	0	0	8.59	6.39	11.15
100877148	0	0	0	5.49	5.60	29.95
100877200	0	0	0	10.48	15.32	20.24
100877277	0	0	0	10.04	8.37	16.20
100877322	0	0	0	4.84	4.91	23.53
100877348	0	0	0	14.10	4.19	27.55
100877395	0	0	0	4.56	1.34	8.87
100877481	0	0	0	11.12	14.95	5.97
100877544	0	0	0	0.35	15.25	18.63
100877560	0	0	0	1.63	15.37	24.64
100877610	0	0	0	1.15	3.86	22.58
100877678	1	0	1	4.61	10.34	4.44
100877701	0	0	0	0.73	2.31	10.63
100877761	0	0	0	11.80	5.72	18.73
100877790	1	0	1	10.99	6.01	22.97
100877881	0	0	0	9.75	17.20	7.52
100877948	0	0	0	10.71	1.00	10.08
100877989	0	0	0	1.76	6.74	25.49
100878014	0	0	0	4.82	8.37	4.81
100878061	0	0	0	5.04	14.28	25.62
100878124	0	0	0	10.43	8.87	2.31
100878220	0	0	0	6.47	4.07	1.42
100878312	0	0	0	2.90	11.54	4.26
100878377	0	0	0	11.71	19.83	9.43
100878415	0	0	0	12.93	19.13	16.99
100878439	1	0	1	6.76	4.80	28.15
100878442	0	0	0	13.80	7.07	27.07
100878502	0	0	0	13.41	7.37	7.69
100878565	1	0	1	8.44	17.07	12.74
100878577	0	0	0	12.43	12.66	20.80
100878616	0	0	0	9.43	16.98	18.03
100878708	1	1	1	5.71	6.88	29.66
100878764	1	0	1	1.61	15.59	5.57
100878868	0	0	0	1.96	12.73	18.69
100878898	0	0	0	4.18	12.49	16.09
100878904	0	0	0	1.06	15.93	13.52
100878950	0	0	0	12.49	19.47	23.73
100878993	0	0	0	12.89	3.61	23.26
100879038	1	0	1	8.83	14.28	13.60
100879074	0	0	0	0.89	0.80	1.85
100879115	0	0	0	9.76	8.96	8.74
100879206	0	0	0	14.43	6.78	1.72
100879249	0	0	0	12.81	0.75	17.35
100879328	0	0	0	13.99	4.84	4.42
100879348	1	0	1	7.54	19.99	0.21
100879372	0	0	0	12.07	21.35	27.64
100879419	0	0	0	13.76	11.53	20.77
100879461	0	0	0	9.03	6.31	6.47
100879468	0	0	0	12.57	10.94	12.63
100879524	0	0	0	4.06	11.17	11.60
100879568	0	0	0	10.62	12.39	9.38
100879649	1	0	1	9.54	19.16	17.40
100879738	1	0	1	7.09	1.34	5.61
100879780	1	0	1	12.90	13.82	23.55
100879802	1	0	1	2.01	14.64	6.08
100879967	0	0	0	1.01	6.10	12.59
100880029	1	0	1	13.29	13.23	27.16
100880050	0	0	0	4.01	17.22	11.15
100880123	0	0	0	5.75	14.64	23.72
100880169	0	0	0	9.70	18.37	13.69
100880239	0	0	0	4.88	0.71	28.10
100880325	1	0	1	4.51	16.35	15.18
100880378	0	0	0	13.13	19.14	28.91
100880382	1	0	1	9.98	17.85	25.09
100880407	0	0	0	9.63	7.95	26.69
100880510	0	0	0	1.80	2.86	11.37
100880602	0	0	0	1.99	7.22	10.65
100880692	1	0	1	5.45	12.22	25.90
100880734	0	0	0	13.57	4.71	7.18
100880814	1	1	1	14.85	9.89	20.62
100880904	0	0	0	13.56	0.28	20.55
100880940	0	0	0	6.73	8.77	20.89
100880960	1	0	1	11.49	16.07	17.19
100881026	0	0	0	13.82	7.87	1.58
100881058	1	0	1	10.34	16.97	6.82
100881101	1	0	1	14.52	18.97	12.04
100881171	1	0	1	6.03	15.68	3.55
100881227	1	0	1	5.84	19.28	7.86
100881293	1	0	1	10.55	13.07	28.35
100881362	0	0	0	2.76	11.97	17.70
100881385	0	0	0	4.60	12.19	7.42
100881424	0	0	0	7.26	1.49	12.23
100881484	0	0	0	9.14	14.81	21.23
100881579	0	0	0	6.39	13.55	23.98
100881641	0	0	0	9.39	10.10	0.80
100881881	0	0	0	13.01	16.67	17.76
100881963	0	0	0	6.73	19.22	28.49
100882062	1	0	1	2.46	20.16	0.88
100882103	1	0	1	10.55	20.89	1.53
100882150	1	0	1	10.41	21.12	3.20
100882223	1	0	1	0.04	7.33	13.25
100882272	0	0	0	14.91	21.01	23.68
100882316	0	0	0	13.81	19.88	24.53
100882375	0	0	0	14.26	8.34	21.26
100882384	1	0	1	2.55	4.29	10.24
100882473	1	0	1	10.88	18.80	12.96
100882554	0	0	0	0.42	7.72	18.08
100882588	0	0	0	4.41	11.94	5.21
100882648	0	0	0	4.56	8.79	20.24
100882670	0	0	0	13.47	3.89	6.20
100882677	0	0	0	5.18	6.88	0.91
100882687	1	1	1	9.72	3.64	9.23
100882729	0	0	0	6.79	17.20	10.40
100882814	0	0	0	2.08	12.08	19.22
100882835	0	0	0	8.16	22.41	29.68
100882924	0	0	0	12.55	19.20	25.87
100882952	0	0	0	10.83	3.01	25.41
100883004	0	0	0	2.37	21.53	26.74
100883011	0	0	0	7.55	12.96	20.97
100883077	1	0	1	5.86	8.21	7.28
100883158	0	0	0	10.69	5.01	19.61
100883250	0	0	0	2.18	11.35	18.74
100883325	0	0	0	10.18	16.54	11.19
100883408	1	0	1	0.23	16.22	8.58
100883499	0	0	0	6.46	6.73	6.59
100883557	1	0	1	12.77	15.88	14.61
100883564	1	0	1	8.03	9.40	13.18
100883624	0	0	0	3.26	7.22	8.51
100883699	1	0	1	9.29	16.85	16.61
100883761	1	1	1	13.39	8.03	24.64
100883775	0	0	0	11.30	1.46	21.60
100883847	1	0	1	11.92	19.89	23.18
100883933	1	0	1	13.92	11.23	4.55
100883940	1	0	1	1.05	10.70	21.90
100883988	0	0	0	8.68	9.19	6.33
100884031	0	0	0	11.52	17.03	25.91
100884047	0	0	0	13.51	5.28	11.71
100884099	1	0	1	1.79	10.81	16.36
100884180	1	0	1	1.18	6.29	7.18
100884269	0	0	0	14.25	0.04	3.19
100884402	0	0	0	2.23	8.63	5.42
100884482	1	0	1	4.27	10.26	25.03
100884562	1	0	1	0.42	19.80	14.09
100884572	0	0	0	5.18	15.78	4.72
100884658	0	0	0	0.46	7.72	11.72
100884684	1	0	1	1.85	4.38	13.66
100884746	0	0	0	1.02	11.23	22.51
100884790	0	0	0	13.48	7.87	6.55
100884832	0	0	0	7.64	17.26	28.06
100884920	0	0	0	1.02	5.82	26.84
100884921	0	0	0	6.18	1.01	12.29
100885012	0	0	0	3.41	18.53	29.97
100885117	0	0	0	3.07	6.52	26.72
100885205	0	0	0	0.89	18.01	28.72
100885274	0	0	0	5.29	19.88	14.74
100885320	0	0	0	13.19	0.23	5.51
100885390	0	0	0	10.20	6.47	17.60
100885447	0	0	0	10.46	16.17	7.15
100885448	0	0	0	8.47	2.51	1.60
100885461	1	0	1	6.66	12.48	21.31
100885533	1	0	1	5.20	12.94	2.48
100885580	1	0	1	8.95	8.98	27.42
100885696	0	0	0	13.67	0.31	8.69
100885787	0	0	0	4.67	21.23	16.76
100885842	0	0	0	7.20	9.23	3.93
100885922	0	0	0	10.89	22.30	10.40
100885947	1	0	1	3.98	0.89	7.23
100886010	1	0	1	0.96	6.44	21.62
100886083	0	0	0	6.08	20.50	23.22
100886086	1	0	1	4.74	3.68	21.48
100886131	0	0	0	3.36	14.60	2.21
100886211	0	0	0	1.00	9.22	16.17
100886283	0	0	0	8.81	4.39	23.16
100886351	1	0	1	14.69	3.41	0.16
100886359	0	0	0	14.61	16.22	7.30
100886407	0	0	0	2.90	0.97	2.04
100886426	0	0	0	1.23	6.74	14.50
100886444	0	0	0	11.17	10.32	14.25
100886531	0	0	0	6.28	12.24	25.78
100886580	1	0	1	13.46	15.33	11.26
100886637	1	0	1	13.48	15.82	15.04
100886718	0	0	0	7.03	6.12	25.76
100886894	1	1	1	12.76	8.79	13.25
100886929	0	0	0	9.52	0.96	24.04
100886975	0	0	0	11.40	21.74	20.12
100887028	0	0	0	8.12	21.85	20.62
100887080	0	0	0	2.99	11.16	1.44
100887165	0	0	0	1.61	3.35	10.54
100887191	0	0	0	8.83	22.17	9.63
100887256	1	0	1	12.17	21.74	20.37
100887270	1	0	1	3.11	3.30	3.35
100887281	0	0	0	6.86	3.74	7.78
100887343	1	0	1	6.05	8.34	20.82
100887410	0	0	0	10.58	7.08	21.73
100887436	0	0	0	0.82	8.00	0.11
100887465	1	0	1	6.12	16.07	15.99
100887526	0	0	0	9.98	5.06	29.59
100887532	0	0	0	1.51	10.34	21.89
100887622	1	0	1	11.73	0.48	26.28
100887681	0	0	0	0.57	15.12	0.05
100887760	0	0	0	1.65	22.38	23.90
100887826	1	0	1	4.25	4.87	14.19
100887837	0	0	0	12.43	13.09	19.59
100887865	1	0	1	10.62	6.33	19.32
100887926	0	0	0	4.99	6.39	26.71
100888009	0	0	0	1.57	1.50	19.09
100888040	0	0	0	3.28	10.26	11.22
100888337	0	0	0	9.32	8.21	19.33
100888421	1	0	1	12.96	10.85	4.62
100888480	1	0	1	4.01	2.75	8.41
100888513	1	0	1	10.90	3.41	0.86
100888547	0	0	0	7.04	10.33	11.07
100888550	1	0	1	13.70	7.72	22.81
100888565	0	0	0	2.05	7.04	2.14
100888571	0	0	0	10.42	6.66	22.28
100888642	1	0	1	9.64	13.35	26.18
100888741	1	0	1	13.65	21.22	14.70
100888775	0	0	0	8.37	7.57	13.55
100888841	1	0	1	0.90	14.13	21.90
100888842	1	0	1	1.75	13.16	27.28
100888923	0	0	0	5.47	0.24	26.01
100888968	0	0	0	0.54	2.86	28.52
100889045	0	0	0	13.13	10.56	4.05
100889192	1	0	1	2.11	5.81	4.70
100889229	0	0	0	5.16	20.03	17.00
100889284	1	0	1	13.26	3.51	29.15
100889287	1	0	1	9.43	14.61	18.73
100889302	0	0	0	12.63	17.54	21.12
100889344	1	1	1	12.28	9.37	9.11
100889355	1	0	1	1.56	10.97	7.29
100889421	1	0	1	8.76	10.05	10.97
100889480	0	0	0	6.49	2.49	27.07
100889561	1	0	1	6.86	4.48	14.69
100889598	0	0	0	0.59	1.41	13.16
100889609	0	0	0	12.75	13.95	16.40
100889684	0	0	0	5.30	15.62	17.63
100889787	0	0	0	11.00	18.20	15.70
100889794	0	0	0	5.21	9.77	20.15
100889840	0	0	0	3.22	20.45	15.73
100889841	0	0	0	2.46	1.83	28.56
100889909	1	0	1	9.72	22.46	21.05
100889953	0	0	0	6.88	4.64	28.24
100890028	0	0	0	1.61	12.48	17.90
100890035	0	0	0	7.24	0.75	29.46
100890043	1	1	1	12.88	6.92	7.65
100890046	1	1	1	2.36	16.59	8.17
100890137	0	0	0	14.91	3.81	25.73
100890194	0	0	0	7.03	3.93	1.23
100890232	1	0	1	7.97	3.77	9.11
100890305	1	1	1	2.33	9.64	13.11
100890361	0	0	0	13.83	3.81	2.53
100890389	0	0	0	11.48	18.22	8.63
100890462	1	0	1	13.79	10.33	19.67
100890500	1	1	1	1.54	4.88	20.11
100890540	0	0	0	9.63	22.34	1.09
100890626	0	0	0	5.92	15.25	27.35
100890657	0	0	0	3.50	22.39	0.59
100890665	0	0	0	2.29	14.83	20.60
100890729	0	0	0	11.91	7.65	2.13
100890819	0	0	0	0.14	21.67	24.54
100890910	1	0	1	10.71	0.58	14.23
100891038	1	0	1	5.41	22.47	3.71
100891062	1	1	1	0.28	17.84	21.46
100891073	1	1	1	2.79	5.83	10.64
100891146	1	0	1	9.50	15.88	4.13
100891159	0	0	0	5.04	6.81	14.23
100891232	0	0	0	8.52	22.01	16.78
100891256	0	0	0	2.00	14.23	29.01
100891294	0	0	0	6.99	13.41	1.55
100891298	0	0	0	1.89	10.61	0.17
100891388	0	0	0	8.18	10.83	28.82
